Detailed Statistics Cancellation  
Origin Airport: New York, NY: John F. Kennedy International (JFK)
Airline: United Airlines Inc. (UA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"UA","10/30/2012","0397","","SFO"
"UA","10/30/2012","0443","","LAX"
"UA","10/30/2012","0512","","SFO"
"UA","10/30/2012","0535","","LAX"
"UA","10/30/2012","0572","","SFO"
"UA","10/30/2012","0642","","SFO"
"UA","10/30/2012","0771","","LAX"
"UA","10/30/2012","1118","","LAX"
"UA","10/31/2012","0303","","SFO"
"UA","10/31/2012","0353","","SFO"
"UA","10/31/2012","0397","","SFO"
"UA","10/31/2012","0443","","LAX"
"UA","10/31/2012","0642","","SFO"
"UA","10/31/2012","0703","","LAX"
"UA","10/31/2012","1118","","LAX"
"UA","11/01/2012","1118","","LAX"
"UA","11/07/2012","0161","","LAX"
"UA","11/07/2012","0389","","SFO"
"UA","11/07/2012","0512","","SFO"
"UA","11/07/2012","0535","","LAX"
"UA","11/07/2012","0771","","LAX"
"UA","11/08/2012","0324","","LAX"
"UA","11/08/2012","0345","","SFO"
"UA","11/08/2012","0397","","SFO"
"UA","11/08/2012","0642","","SFO"
"UA","11/08/2012","0703","","LAX"
"UA","11/12/2012","0389","","SFO"
"UA","12/06/2012","0161","","LAX"
"UA","01/18/2013","0642","","SFO"
"UA","02/08/2013","0161","","LAX"
"UA","02/08/2013","0272","","SFO"
"UA","02/08/2013","0512","","SFO"
"UA","02/08/2013","0535","","LAX"
"UA","02/08/2013","0703","","LAX"
"UA","02/08/2013","0771","","LAX"
"UA","02/09/2013","0112","","LAX"
"UA","02/09/2013","0243","","LAX"
"UA","02/09/2013","0303","","SFO"
"UA","02/09/2013","0362","","LAX"
"UA","02/09/2013","0394","","SFO"
"UA","02/09/2013","0642","","SFO"
"UA","02/09/2013","0799","","SFO"
"UA","02/09/2013","1030","","LAX"
"UA","02/10/2013","0703","","LAX"
"UA","02/28/2013","0443","","LAX"
"UA","03/04/2013","0797","","LAX"
"UA","03/17/2013","0132","","LAX"
"UA","04/01/2013","0132","","LAX"
"UA","04/07/2013","0397","","SFO"
"UA","04/18/2013","0389","","SFO"
"UA","04/19/2013","0389","","SFO"
"UA","04/29/2013","0595","","SFO"
"UA","05/31/2013","0434","","SFO"
"UA","06/06/2013","0841","","LAX"
"UA","06/14/2013","0580","N525UA","SFO"
"UA","06/23/2013","0512","N589UA","SFO"
"UA","06/23/2013","0580","N554UA","SFO"
"UA","07/06/2013","0257","","SFO"
"UA","07/06/2013","0512","","SFO"
"UA","07/07/2013","0389","","SFO"
"UA","07/21/2013","0512","","SFO"
"UA","08/19/2013","0841","","LAX"
"UA","09/04/2013","0303","","SFO"
"UA","09/07/2013","0257","","SFO"
"UA","10/17/2013","0389","","SFO"
"UA","10/23/2013","0642","","SFO"
"UA","10/24/2013","0642","","SFO"
"UA","10/25/2013","0642","","SFO"
"UA","10/26/2013","0397","","SFO"
"UA","10/27/2013","0303","","SFO"
"UA","11/27/2013","0642","","SFO"
"UA","12/14/2013","0257","","SFO"
"UA","12/14/2013","0512","","SFO"
"UA","12/14/2013","0535","","LAX"
"UA","12/31/2013","0443","","LAX"
"UA","01/02/2014","0398","","LAX"
"UA","01/03/2014","0303","","SFO"
"UA","01/03/2014","0389","","SFO"
"UA","01/03/2014","0397","","SFO"
"UA","01/03/2014","0398","","LAX"
"UA","01/03/2014","0443","","LAX"
"UA","01/03/2014","0821","","SFO"
"UA","01/05/2014","0257","","SFO"
"UA","01/05/2014","0512","","SFO"
"UA","01/05/2014","0841","","LAX"
"UA","01/21/2014","0257","","SFO"
"UA","01/21/2014","0314","","LAX"
"UA","01/21/2014","0389","","SFO"
"UA","01/21/2014","0512","","SFO"
"UA","01/21/2014","0535","","LAX"
"UA","01/22/2014","0274","","LAX"
"UA","01/22/2014","0303","","SFO"
"UA","01/22/2014","0397","","SFO"
"UA","01/22/2014","0398","","LAX"
"UA","01/22/2014","0766","","SFO"
