Detailed Statistics Cancellation  
Origin Airport: Denver, CO: Denver International (DEN)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"AA","08/02/2004","0544","","DFW"
"AA","08/16/2004","2014","","ORD"
"AA","08/19/2004","0304","","DFW"
"AA","08/19/2004","1322","","DFW"
"AA","08/25/2004","1320","","ORD"
"AA","08/25/2004","1322","","DFW"
"AA","08/25/2004","1652","","ORD"
"AA","08/26/2004","1098","","DFW"
"AA","08/28/2004","0544","","DFW"
"AA","08/28/2004","1503","","DFW"
"AA","08/31/2004","1210","","DFW"
"AA","09/03/2004","1748","","MIA"
"AA","09/04/2004","1748","","MIA"
"AA","09/06/2004","1748","","MIA"
"AA","09/14/2004","2261","","LAX"
"AA","09/15/2004","1503","","DFW"
"AA","09/25/2004","1748","","MIA"
"AA","09/30/2004","1278","","ORD"
"AA","10/04/2004","0310","","DFW"
"AA","10/04/2004","1098","","DFW"
"AA","10/07/2004","1049","","LAX"
"AA","10/26/2004","0354","","ORD"
"AA","10/26/2004","1210","","DFW"
"AA","10/27/2004","1098","","DFW"
"AA","10/28/2004","0354","","ORD"
"AA","11/01/2004","1532","","ORD"
"AA","11/03/2004","0310","","DFW"
"AA","11/11/2004","1904","","DFW"
"AA","11/12/2004","0354","","ORD"
"AA","11/17/2004","0354","","ORD"
"AA","11/21/2004","1098","","DFW"
"AA","11/23/2004","0310","","DFW"
"AA","11/25/2004","1214","","ORD"
"AA","12/01/2004","1098","","DFW"
"AA","12/06/2004","0310","","DFW"
"AA","12/06/2004","0570","","DFW"
"AA","12/07/2004","1214","","ORD"
"AA","12/12/2004","0354","","ORD"
"AA","12/12/2004","0818","","ORD"
"AA","12/22/2004","0580","","DFW"
"AA","12/22/2004","1272","","DFW"
"AA","12/22/2004","1658","","DFW"
"AA","12/22/2004","1868","","DFW"
"AA","01/05/2005","0718","","ORD"
"AA","01/05/2005","1526","","ORD"
"AA","01/05/2005","1784","","ORD"
"AA","01/06/2005","1492","","ORD"
"AA","01/11/2005","1492","","ORD"
"AA","01/12/2005","1272","","DFW"
"AA","01/12/2005","1492","","ORD"
"AA","01/22/2005","0718","","ORD"
"AA","01/22/2005","1492","","ORD"
"AA","01/22/2005","1520","","ORD"
"AA","01/22/2005","1784","","ORD"
"AA","01/31/2005","2261","","LAX"
"AA","02/01/2005","1272","","DFW"
"AA","02/07/2005","0718","","ORD"
"AA","02/20/2005","1492","","ORD"
"AA","04/10/2005","0237","","LAX"
"AA","04/10/2005","0362","","ORD"
"AA","04/10/2005","0416","","DFW"
"AA","04/10/2005","0608","","DFW"
"AA","04/10/2005","0688","","DFW"
"AA","04/10/2005","0718","","ORD"
"AA","04/10/2005","0838","","DFW"
"AA","04/10/2005","0874","","ORD"
"AA","04/10/2005","1052","","DFW"
"AA","04/10/2005","1096","","DFW"
"AA","04/10/2005","1210","","DFW"
"AA","04/10/2005","1272","","DFW"
"AA","04/10/2005","1322","","DFW"
"AA","04/10/2005","1432","","ORD"
"AA","04/10/2005","1469","","LAX"
"AA","04/10/2005","1519","","LAX"
"AA","04/10/2005","1687","","ORD"
"AA","04/10/2005","1784","","ORD"
"AA","04/10/2005","1790","","DFW"
"AA","04/10/2005","1858","","DFW"
"AA","04/10/2005","1860","","MIA"
"AA","04/10/2005","2261","","LAX"
"AA","04/25/2005","0416","","DFW"
"AA","04/27/2005","0718","","ORD"
"AA","05/04/2005","1858","","DFW"
"AA","05/11/2005","0362","","ORD"
"AA","05/24/2005","0608","","DFW"
"AA","05/28/2005","1924","","DFW"
"AA","07/03/2005","1468","","DFW"
"AA","07/07/2005","0626","","DFW"
"AA","07/07/2005","0644","","DFW"
"AA","07/25/2005","1784","","ORD"
"AA","08/04/2005","1082","","ORD"
"AA","08/07/2005","1468","","DFW"
"AA","08/14/2005","1272","","DFW"
"AA","08/15/2005","0626","","DFW"
"AA","08/16/2005","1468","","DFW"
"AA","08/18/2005","1082","","ORD"
"AA","08/26/2005","1860","","MIA"
